loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,loan_status
L01368,C01474,B01001,Business Loan,4689093.97,10.65,180,2023-07-27,Overdue
L01369,C03083,B00501,Education Loan,2949775.67,11.04,120,2025-04-19,Active
L01370,C02688,B00201,Home Loan,2364250.3,13.77,12,2024-08-25,Closed
L01371,C01793,B00601,Personal Loan,2302556.89,10.27,60,2023-03-11,Closed
L01372,C04433,B00201,Home Loan,2604759.27,9.97,120,2025-05-14,Closed
L01373,C01315,B00601,Auto Loan,4492675.45,10.43,48,2024-03-20,Active
L01374,C00548,B00901,Auto Loan,3000651.78,14.12,36,2025-01-18,Overdue
L01375,C03528,B00301,Auto Loan,1325396.88,13.25,84,2023-06-07,Active
L01376,C00614,B01001,Business Loan,1848989.87,9.09,12,2024-03-26,Active
L01377,C01393,B00301,Auto Loan,172644.14,13.4,48,2024-04-03,Active
L01378,C04158,B00301,Education Loan,2658560.05,8.06,48,2024-08-01,Closed
L01379,C04078,B01001,Home Loan,2803362.02,8.11,180,2024-01-29,Active
L01380,C02954,B00201,Home Loan,4502451.82,8.01,120,2023-08-21,Closed
L01381,C02553,B00601,Education Loan,4123676.1,8.04,48,2025-06-27,Active
L01382,C02289,B01001,Home Loan,1108773.94,7.73,36,2025-05-07,Closed
L01383,C04998,B00901,Education Loan,1138330.33,9.39,36,2023-09-23,Active
L01384,C01634,B00501,Business Loan,4906301.88,12.65,48,2023-02-10,Closed
L01385,C01391,B00801,Auto Loan,348724.33,8.93,120,2024-07-17,Closed
L01386,C01132,B00401,Education Loan,394697.61,14.25,60,2023-04-06,Active
L01387,C01662,B01001,Home Loan,3217049.76,14.71,24,2024-01-12,Overdue
L01388,C04865,B00501,Business Loan,4367076.11,11.56,48,2024-09-11,Closed
L01389,C01359,B00401,Personal Loan,1931846.07,9.48,48,2024-04-01,Active
L01390,C03367,B01001,Personal Loan,3019792.54,12.9,120,2023-05-24,Active
L01391,C00214,B00701,Auto Loan,4181107.0,9.07,120,2023-11-25,Active
L01392,C01010,B01001,Education Loan,1827930.75,11.25,36,2025-09-08,Overdue
L01393,C03071,B00301,Home Loan,1678805.93,15.41,12,2023-05-07,Overdue
L01394,C00419,B00901,Auto Loan,3019240.26,13.44,24,2024-01-15,Active
L01395,C01805,B01001,Auto Loan,3480865.27,14.78,48,2024-09-18,Active
L01396,C01091,B00101,Home Loan,2817234.25,10.82,84,2024-10-20,Overdue
L01397,C03760,B00201,Education Loan,2654927.12,8.55,12,2025-05-18,Active
L01398,C04749,B00701,Business Loan,449193.16,15.06,12,2023-12-17,Overdue
L01399,C03249,B00801,Business Loan,4354077.47,10.76,12,2024-10-10,Active
L01400,C01345,B00301,Education Loan,4137712.7,9.76,36,2023-12-29,Active
L01401,C04260,B01001,Business Loan,1570901.67,10.13,12,2025-02-08,Active
L01402,C01295,B00201,Education Loan,2162316.03,9.19,24,2024-07-10,Closed
L01403,C04489,B00101,Personal Loan,3842570.5,14.44,180,2024-10-14,Closed
L01404,C04751,B00301,Business Loan,1679731.75,8.42,36,2024-11-24,Active
L01405,C03897,B00601,Business Loan,616150.08,14.23,36,2023-11-21,Active
L01406,C01686,B00301,Personal Loan,2946761.41,9.06,60,2024-05-29,Closed
L01407,C03553,B00501,Home Loan,1248483.32,10.97,84,2023-08-17,Active
L01408,C02788,B00401,Personal Loan,4931208.35,8.78,24,2024-06-10,Closed
L01409,C00114,B00101,Auto Loan,1636925.52,10.29,120,2023-10-07,Overdue
L01410,C03067,B00301,Education Loan,3132666.78,10.91,120,2023-04-06,Active
L01411,C04740,B00501,Auto Loan,3355789.92,12.39,24,2025-04-26,Active
L01412,C02240,B00501,Home Loan,3636806.01,13.48,180,2023-10-24,Active
L01413,C01980,B00201,Home Loan,1987081.27,14.5,84,2024-05-05,Closed
L01414,C00937,B00701,Business Loan,491777.22,13.36,24,2025-03-22,Active
L01415,C03965,B01001,Auto Loan,4543784.11,11.1,120,2024-09-06,Active
L01416,C01366,B00601,Personal Loan,1226779.09,13.03,60,2024-02-28,Active
L01417,C04740,B00501,Personal Loan,2767060.72,8.54,120,2024-08-21,Active
L01418,C04094,B00801,Personal Loan,3496478.9,10.85,12,2024-02-16,Closed
L01419,C02295,B01001,Auto Loan,4775133.26,13.77,36,2023-12-25,Active
L01420,C02968,B00501,Home Loan,810839.29,12.99,24,2023-09-18,Active
L01421,C04614,B00601,Education Loan,4777482.35,12.91,120,2025-01-07,Closed
L01422,C03460,B00701,Education Loan,97581.78,12.75,60,2025-02-11,Active
L01423,C03687,B00101,Education Loan,193433.3,11.56,12,2025-05-26,Closed
L01424,C04750,B00301,Business Loan,4633051.83,8.32,24,2025-02-14,Active
L01425,C01161,B00301,Auto Loan,1379406.67,12.98,60,2025-01-10,Active
L01426,C00172,B00301,Business Loan,884813.26,15.07,84,2024-10-22,Closed
L01427,C04969,B00201,Business Loan,2774004.96,11.69,180,2024-11-19,Active
L01428,C01222,B00201,Home Loan,4492679.41,10.32,60,2024-12-26,Overdue
L01429,C03273,B00701,Business Loan,293374.3,13.37,120,2025-03-18,Closed
L01430,C01669,B00501,Home Loan,237099.13,9.56,12,2025-02-10,Overdue
L01431,C01588,B00101,Auto Loan,2933152.2,12.61,120,2024-12-15,Overdue
L01432,C00285,B00601,Education Loan,4327897.5,12.58,24,2025-01-06,Active
L01433,C00723,B00901,Auto Loan,75436.61,7.62,60,2025-01-05,Closed
L01434,C04722,B00901,Auto Loan,1426228.59,9.46,36,2023-08-05,Closed
L01435,C03786,B00801,Business Loan,264417.42,10.4,24,2024-11-21,Active
L01436,C01797,B00501,Home Loan,664412.54,11.88,48,2024-10-25,Overdue
L01437,C04565,B00401,Home Loan,1430889.18,14.21,60,2025-01-05,Closed
L01438,C04674,B00601,Business Loan,3631277.85,8.67,48,2024-05-14,Active
L01439,C00330,B00501,Personal Loan,4513681.76,9.41,12,2024-02-06,Active
L01440,C02659,B00201,Education Loan,1426390.12,9.22,60,2023-10-18,Active
L01441,C04481,B00101,Business Loan,3376361.17,7.62,84,2024-03-19,Active
L01442,C03061,B00101,Auto Loan,246914.39,12.67,60,2023-11-01,Closed
L01443,C02712,B01001,Auto Loan,1107610.75,11.91,36,2024-01-08,Active
L01444,C04572,B00301,Auto Loan,3195732.32,11.95,120,2025-03-08,Active
L01445,C03299,B00501,Auto Loan,491374.21,14.63,120,2023-03-23,Active
L01446,C04270,B00901,Auto Loan,2827020.17,9.97,36,2023-04-13,Active
L01447,C04928,B00301,Personal Loan,2646109.74,10.88,24,2023-08-06,Active
L01448,C04037,B00901,Auto Loan,2921459.28,7.87,24,2025-05-24,Active
L01449,C00096,B00401,Home Loan,1365860.43,12.92,36,2023-02-09,Overdue
L01450,C04456,B00801,Education Loan,2632065.69,8.56,180,2024-10-13,Active
L01451,C02590,B00701,Personal Loan,2657035.13,14.88,180,2023-03-13,Overdue
L01452,C04072,B00701,Education Loan,4285058.03,11.94,12,2023-08-17,Active
L01453,C02817,B00101,Home Loan,902421.14,9.84,48,2024-08-10,Overdue
L01454,C04507,B00201,Auto Loan,4716890.32,11.17,60,2025-01-17,Active
L01455,C01752,B00301,Home Loan,1898500.08,10.25,180,2023-05-11,Closed
L01456,C02631,B00901,Personal Loan,3437629.9,11.22,48,2025-04-01,Closed
L01457,C02006,B00601,Personal Loan,768536.26,8.75,48,2025-09-02,Closed
L01458,C04795,B00101,Education Loan,2075091.75,8.79,60,2024-06-06,Active
L01459,C01409,B00201,Education Loan,3167338.69,14.27,12,2023-11-24,Overdue
L01460,C04124,B00601,Personal Loan,4707346.4,7.57,12,2024-01-06,Active
L01461,C04785,B01001,Auto Loan,3448137.31,9.95,24,2023-01-26,Active
L01462,C01108,B00601,Home Loan,935551.2,15.21,24,2025-02-05,Overdue
L01463,C02458,B00601,Education Loan,3567363.09,13.87,180,2024-04-13,Active
L01464,C02972,B00601,Auto Loan,4282884.6,12.02,60,2024-11-08,Closed
L01465,C02989,B00901,Business Loan,1760701.71,8.87,24,2024-09-30,Active
L01466,C00910,B00201,Personal Loan,2163500.56,10.39,60,2023-03-09,Active
L01467,C03840,B00301,Business Loan,236464.65,8.92,36,2024-04-12,Active
L01468,C02879,B00201,Personal Loan,1528120.91,7.61,60,2023-08-08,Overdue
L01469,C03219,B00901,Home Loan,177478.71,12.15,120,2023-12-19,Active
L01470,C02362,B00801,Business Loan,4838346.04,11.78,48,2024-11-07,Active
L01471,C01854,B00301,Auto Loan,356942.59,7.72,24,2024-07-17,Closed
L01472,C01232,B00301,Education Loan,4080887.82,10.6,12,2023-08-03,Active
L01473,C00042,B00101,Auto Loan,623133.52,14.23,24,2024-06-27,Active
L01474,C00051,B00401,Home Loan,3391805.31,11.75,24,2025-05-09,Active
L01475,C00481,B00101,Personal Loan,786355.61,11.76,12,2024-01-10,Active
L01476,C01902,B00501,Personal Loan,2606581.3,11.84,36,2023-03-16,Active
L01477,C00794,B00601,Education Loan,4300157.23,15.32,48,2025-06-08,Active
L01478,C03049,B00401,Personal Loan,2316255.39,11.24,24,2024-05-08,Active
L01479,C00044,B00601,Home Loan,2858886.12,13.69,120,2025-03-02,Active
L01480,C01151,B00501,Home Loan,4461382.13,12.65,60,2023-11-10,Closed
L01481,C00890,B01001,Home Loan,4725355.43,8.69,36,2025-04-14,Overdue
L01482,C00057,B00601,Business Loan,2381341.87,12.33,120,2023-03-01,Closed
L01483,C04941,B00201,Business Loan,4019923.39,10.18,60,2023-07-14,Active
L01484,C02869,B00401,Education Loan,2735482.79,13.57,48,2023-03-13,Active
L01485,C03378,B00301,Education Loan,3236968.04,13.82,180,2025-03-13,Active
L01486,C02318,B00701,Auto Loan,3194802.77,14.11,12,2023-10-09,Active
L01487,C01388,B01001,Home Loan,1264295.64,13.03,60,2024-04-12,Closed
L01488,C00419,B00801,Education Loan,3235122.84,11.99,120,2024-05-09,Active
L01489,C00741,B00501,Auto Loan,4839308.36,8.51,84,2025-04-15,Active
L01490,C03341,B00301,Personal Loan,445932.73,12.69,36,2025-04-25,Active
L01491,C04659,B00701,Home Loan,569789.35,11.56,120,2024-09-11,Active
L01492,C04737,B00701,Auto Loan,4155907.85,8.27,24,2024-08-24,Active
L01493,C03362,B00501,Business Loan,2184115.7,11.19,180,2025-07-11,Active
L01494,C02347,B00601,Auto Loan,4352578.21,11.91,180,2025-01-24,Overdue
L01495,C02414,B00801,Personal Loan,1559679.65,9.11,12,2024-04-24,Active
L01496,C03191,B00801,Home Loan,948176.6,11.51,120,2024-10-30,Overdue
L01497,C02742,B00701,Home Loan,4441357.15,8.21,60,2023-04-05,Active
L01498,C01929,B01001,Home Loan,2361989.28,9.01,120,2024-01-10,Active
L01499,C01904,B00901,Education Loan,2014647.57,10.21,12,2023-01-22,Active
L01500,C03892,B00801,Home Loan,1561260.94,8.05,48,2025-06-16,Active
L01501,C01579,B00701,Personal Loan,861614.81,11.69,84,2024-04-01,Active
L01502,C01267,B00201,Education Loan,3774364.25,8.19,84,2023-07-16,Active
L01503,C01103,B00501,Business Loan,133772.14,10.03,12,2025-09-26,Active
L01504,C01462,B00101,Business Loan,2746741.92,11.32,180,2023-12-01,Closed
L01505,C02147,B00701,Education Loan,1546974.57,12.92,12,2024-08-24,Active
L01506,C00404,B00201,Home Loan,1543919.01,10.66,84,2024-04-15,Active
L01507,C03558,B00301,Home Loan,2642773.5,11.55,84,2024-09-08,Active
L01508,C01104,B00501,Education Loan,4279945.43,13.28,12,2023-08-10,Active
L01509,C04455,B00301,Personal Loan,1146099.11,14.8,48,2024-12-16,Closed
L01510,C04245,B00301,Home Loan,1992200.73,13.49,84,2024-05-20,Closed
L01511,C01831,B00301,Personal Loan,2139789.93,9.69,180,2023-04-22,Active
L01512,C03514,B00501,Personal Loan,624597.49,13.08,36,2023-12-02,Closed
L01513,C04428,B00201,Personal Loan,975021.96,15.0,60,2024-10-11,Active
L01514,C01938,B01001,Personal Loan,2230909.05,7.66,24,2025-07-04,Closed
L01515,C02898,B00101,Personal Loan,3001996.97,8.43,84,2024-10-11,Active
L01516,C02906,B01001,Education Loan,2543393.4,12.0,60,2024-10-30,Active
L01517,C01477,B00301,Personal Loan,3678033.41,9.07,60,2023-12-13,Overdue
L01518,C03907,B00401,Business Loan,1300706.64,14.23,120,2023-06-26,Active
L01519,C04582,B00301,Personal Loan,1127266.23,8.03,48,2023-05-24,Active
L01520,C01119,B00101,Personal Loan,1007202.06,13.18,180,2024-12-21,Overdue
L01521,C01754,B00201,Education Loan,848533.08,14.15,48,2025-01-20,Overdue
L01522,C01566,B00501,Auto Loan,3762425.8,13.3,12,2024-11-23,Closed
L01523,C01243,B00801,Business Loan,2818130.74,13.58,36,2023-01-25,Active
L01524,C03751,B00901,Education Loan,1707641.47,11.02,60,2023-06-06,Active
L01525,C02657,B00201,Home Loan,3092077.67,14.37,36,2025-01-10,Overdue
L01526,C00655,B00701,Home Loan,1906900.18,9.94,36,2023-08-08,Active
L01527,C00698,B00701,Auto Loan,3561471.23,8.34,24,2024-05-16,Active
L01528,C04720,B00601,Auto Loan,4634602.48,8.3,84,2024-05-16,Closed
L01529,C00376,B00401,Business Loan,3983859.28,10.68,12,2023-10-29,Overdue
L01530,C02092,B00701,Home Loan,2544530.1,13.12,12,2023-04-26,Active
L01531,C03557,B00201,Auto Loan,1364295.33,15.14,84,2025-07-28,Closed
L01532,C00091,B00901,Home Loan,2114335.16,14.26,84,2024-03-03,Closed
L01533,C01087,B00401,Education Loan,4859568.8,14.62,60,2025-07-13,Closed
L01534,C04440,B00601,Education Loan,3859858.86,12.92,48,2024-04-24,Active
L01535,C03012,B00101,Education Loan,1590699.35,7.7,36,2024-10-06,Active
L01536,C02458,B01001,Business Loan,2361471.34,14.35,60,2023-11-30,Overdue
L01537,C04590,B00201,Personal Loan,4217501.07,14.32,24,2024-07-12,Active
L01538,C02415,B00201,Personal Loan,2454575.31,13.02,120,2024-02-10,Closed
L01539,C02888,B00101,Auto Loan,2757199.63,12.47,24,2023-12-02,Active
L01540,C01504,B00301,Business Loan,4613867.29,13.8,48,2024-11-12,Overdue
L01541,C00208,B00601,Auto Loan,1609512.95,7.71,48,2024-07-28,Overdue
L01542,C01473,B00101,Home Loan,1371733.12,10.24,12,2023-04-03,Active
L01543,C02451,B00701,Home Loan,3301681.32,11.78,24,2025-08-17,Active
L01544,C02459,B00401,Auto Loan,3634480.45,13.33,24,2025-05-25,Closed
L01545,C00592,B00201,Business Loan,2558055.41,13.97,84,2024-09-07,Overdue
L01546,C04453,B00101,Home Loan,3286624.27,10.03,84,2024-02-06,Closed
L01547,C02432,B00101,Auto Loan,351550.0,15.1,36,2024-05-05,Active
L01548,C01603,B00801,Personal Loan,3243779.07,8.44,36,2024-11-28,Closed
L01549,C03412,B00901,Home Loan,2050962.33,14.26,120,2023-08-10,Overdue
L01550,C01232,B00201,Home Loan,4420714.09,9.02,36,2025-01-05,Active
L01551,C01245,B00401,Personal Loan,4995824.7,8.39,48,2023-04-19,Active
L01552,C03900,B00401,Business Loan,1285385.93,11.15,24,2024-04-16,Active
L01553,C00967,B00201,Personal Loan,4733159.87,14.17,60,2024-02-27,Active
L01554,C02316,B00101,Auto Loan,492913.85,8.41,84,2024-02-08,Active
L01555,C04062,B00501,Personal Loan,1209606.42,11.89,120,2023-06-25,Closed
L01556,C02513,B01001,Home Loan,2653121.81,8.75,24,2023-10-25,Active
L01557,C04500,B01001,Home Loan,2923047.91,8.08,24,2024-12-01,Active
L01558,C01180,B01001,Auto Loan,4790214.56,12.57,24,2025-07-04,Active
L01559,C01482,B00701,Education Loan,243832.33,11.09,180,2025-01-28,Active
L01560,C00858,B00401,Auto Loan,2296790.85,13.06,120,2024-08-02,Active
L01561,C01833,B00901,Education Loan,467001.58,14.83,60,2025-05-23,Active
L01562,C01502,B00501,Business Loan,1994460.16,8.07,36,2025-09-13,Closed
L01563,C01151,B00301,Home Loan,2803108.26,7.78,180,2024-08-28,Active
L01564,C02664,B00701,Home Loan,1441505.77,12.27,60,2023-07-27,Active
L01565,C00599,B00301,Education Loan,3513843.68,10.38,36,2024-09-08,Closed
L01566,C00392,B00901,Home Loan,4601761.17,9.72,60,2025-03-11,Active
L01567,C02180,B00501,Home Loan,2471943.68,10.97,12,2023-10-04,Active
L01568,C04646,B01001,Home Loan,4712119.22,8.66,84,2024-05-05,Active
L01569,C02379,B01001,Auto Loan,3511927.98,14.91,12,2023-04-15,Overdue
L01570,C00761,B00101,Auto Loan,828263.26,11.32,36,2023-01-18,Overdue
L01571,C04174,B00601,Business Loan,2819352.53,11.12,36,2024-07-14,Overdue
L01572,C01779,B00101,Business Loan,3964044.41,9.95,84,2024-09-10,Active
L01573,C03879,B00101,Auto Loan,4497920.49,9.59,48,2025-04-13,Closed
L01574,C01332,B00201,Auto Loan,4783139.81,13.07,84,2024-01-21,Overdue
L01575,C03334,B00301,Personal Loan,4166415.92,14.03,84,2023-03-19,Active
L01576,C02377,B00901,Business Loan,2143172.33,9.98,180,2023-10-08,Overdue
L01577,C00549,B00301,Business Loan,1872950.71,12.8,48,2024-07-04,Active
L01578,C02836,B00101,Education Loan,3747585.31,15.29,120,2023-09-19,Active
L01579,C01164,B00301,Education Loan,335075.97,14.37,12,2024-09-19,Active
L01580,C03901,B00501,Auto Loan,4959938.08,10.66,60,2024-01-04,Active
L01581,C00641,B00301,Education Loan,566265.65,9.14,24,2023-07-23,Active
L01582,C00514,B00501,Business Loan,211980.03,12.06,84,2023-10-12,Active
L01583,C02624,B00901,Education Loan,2328498.41,8.17,12,2025-05-26,Active
L01584,C04382,B00201,Personal Loan,4773893.62,12.83,180,2024-02-16,Active
L01585,C03731,B00801,Auto Loan,2231179.22,12.89,24,2023-05-16,Closed
L01586,C01146,B01001,Personal Loan,3010582.18,11.98,60,2023-04-08,Closed
L01587,C04564,B00601,Home Loan,3482306.38,9.53,12,2024-04-11,Active
L01588,C02962,B00401,Education Loan,1373529.3,12.37,36,2023-03-29,Active
L01589,C03910,B00601,Education Loan,172142.72,8.44,84,2023-02-19,Active
L01590,C04331,B00801,Auto Loan,277186.41,15.3,12,2025-05-01,Closed
L01591,C01405,B00801,Business Loan,2344758.99,10.01,24,2025-06-10,Overdue
L01592,C02500,B00901,Auto Loan,4003755.64,15.15,12,2024-01-09,Active
L01593,C04518,B00601,Business Loan,3228952.55,7.58,84,2024-07-30,Active
L01594,C00919,B00901,Auto Loan,2692977.74,14.66,84,2025-08-17,Closed
L01595,C01316,B01001,Auto Loan,1319657.04,10.28,60,2023-08-02,Closed
L01596,C03301,B00201,Auto Loan,3677636.31,11.46,48,2024-10-19,Active
L01597,C04458,B00501,Auto Loan,4203560.79,14.82,84,2023-06-04,Active
L01598,C02842,B01001,Home Loan,658265.57,14.69,48,2024-06-06,Overdue
L01599,C03878,B00901,Personal Loan,3921726.43,9.13,48,2024-05-22,Overdue
L01600,C00486,B00501,Education Loan,2773320.4,13.99,36,2023-10-19,Active
L01601,C03280,B00801,Personal Loan,3200188.83,7.87,48,2024-06-16,Active
L01602,C01486,B00201,Business Loan,1557220.74,8.71,36,2024-06-05,Overdue
L01603,C03224,B00701,Auto Loan,131414.18,10.77,84,2025-07-16,Active
L01604,C00710,B00401,Business Loan,2698712.83,9.48,48,2023-12-12,Closed
L01605,C01983,B00501,Home Loan,4487946.42,10.88,24,2024-03-03,Overdue
L01606,C04976,B00801,Auto Loan,674559.78,12.52,12,2023-11-02,Closed
L01607,C04644,B00301,Auto Loan,1799218.29,14.38,180,2023-05-14,Active
L01608,C02421,B00501,Business Loan,3233738.39,13.6,60,2024-04-20,Active
L01609,C03519,B00901,Personal Loan,4730442.88,13.29,60,2024-12-09,Active
L01610,C02242,B00501,Home Loan,4434786.47,7.5,84,2024-10-26,Active
L01611,C03515,B01001,Business Loan,3615339.39,11.01,84,2023-07-08,Overdue
L01612,C01227,B00201,Personal Loan,424384.4,12.64,60,2023-05-15,Active
L01613,C00645,B00801,Auto Loan,1507213.24,11.78,60,2024-04-28,Overdue
L01614,C01272,B00301,Personal Loan,162451.51,7.72,36,2023-04-08,Active
L01615,C02534,B01001,Business Loan,424397.12,7.85,84,2023-11-08,Overdue
L01616,C00480,B00401,Personal Loan,2291914.2,8.95,24,2023-12-31,Active
L01617,C02956,B00501,Auto Loan,3137329.33,8.12,36,2024-01-24,Active
L01618,C03304,B00401,Personal Loan,3717171.26,8.76,12,2023-04-29,Closed
L01619,C04932,B00101,Auto Loan,167331.6,7.7,24,2023-01-11,Active
L01620,C02646,B00201,Business Loan,3915191.22,13.12,24,2025-05-15,Overdue
L01621,C01876,B00301,Business Loan,695868.45,12.18,120,2023-08-13,Active
L01622,C00204,B00401,Education Loan,4620933.34,11.85,84,2024-02-24,Active
L01623,C02914,B00101,Home Loan,4149350.08,8.85,180,2024-09-05,Active
L01624,C01820,B00201,Personal Loan,4386223.66,11.47,84,2024-07-24,Overdue
L01625,C04946,B00301,Auto Loan,3821942.52,7.97,24,2024-09-12,Active
L01626,C02930,B00701,Business Loan,3166189.11,12.25,36,2023-01-15,Active
L01627,C02792,B00801,Auto Loan,3956997.71,8.59,36,2023-11-07,Active
L01628,C00801,B00601,Auto Loan,56093.2,13.67,12,2024-04-19,Overdue
L01629,C03023,B00101,Education Loan,1110562.27,10.59,12,2024-09-21,Overdue
L01630,C02038,B00601,Education Loan,1091772.39,11.35,84,2025-04-20,Overdue
L01631,C04873,B00901,Education Loan,2171058.53,14.3,36,2024-05-29,Overdue
L01632,C02776,B00301,Personal Loan,348812.2,11.09,84,2023-02-23,Active
L01633,C04042,B00401,Auto Loan,2465026.36,11.25,48,2023-09-07,Overdue
L01634,C01867,B00301,Home Loan,3207726.68,11.03,12,2023-05-28,Active
L01635,C03935,B00201,Business Loan,2323953.0,7.74,120,2023-12-11,Active
L01636,C04651,B00901,Personal Loan,4072637.16,15.38,60,2024-11-22,Active
L01637,C04210,B00501,Personal Loan,4207973.89,14.69,120,2025-01-31,Overdue
L01638,C04386,B00401,Business Loan,4939780.85,12.73,120,2025-01-08,Active
L01639,C00533,B00301,Home Loan,4287908.86,13.2,36,2024-04-10,Closed
L01640,C04231,B00501,Home Loan,2790426.05,15.16,12,2023-04-28,Active
L01641,C02081,B00601,Education Loan,3054411.88,11.58,12,2023-07-15,Active
L01642,C02123,B00901,Personal Loan,243882.07,10.99,60,2024-10-31,Active
L01643,C04914,B00501,Auto Loan,1841370.52,11.42,24,2025-07-23,Overdue
L01644,C03964,B00901,Business Loan,2739268.7,10.8,24,2025-02-11,Overdue
L01645,C02054,B00801,Education Loan,1443705.82,14.29,84,2025-01-11,Active
L01646,C00426,B00101,Business Loan,4266336.29,15.43,180,2025-08-14,Overdue
L01647,C01095,B00101,Business Loan,4548933.29,9.32,84,2023-09-22,Active
L01648,C04209,B01001,Business Loan,3931734.33,12.63,180,2023-05-25,Closed
L01649,C00852,B00601,Personal Loan,633879.67,11.34,180,2024-11-04,Active
L01650,C02715,B00601,Personal Loan,3030230.87,9.36,12,2023-02-03,Active
L01651,C01311,B01001,Personal Loan,2607063.7,9.68,180,2024-08-09,Active
L01652,C03883,B00501,Business Loan,1429728.46,9.36,36,2024-06-21,Overdue
L01653,C03451,B01001,Business Loan,1171889.84,11.48,36,2024-05-16,Closed
L01654,C00822,B00601,Auto Loan,4516663.47,9.74,84,2025-04-19,Overdue
L01655,C01147,B00201,Education Loan,1387942.54,13.37,84,2024-10-02,Overdue
L01656,C04632,B00201,Personal Loan,439964.44,13.36,60,2023-03-19,Overdue
L01657,C02679,B00101,Auto Loan,1164298.8,10.58,180,2025-01-20,Active
L01658,C03615,B00701,Home Loan,568716.39,15.27,24,2023-07-26,Active
L01659,C01507,B00101,Education Loan,1955856.25,12.67,84,2023-12-13,Active
L01660,C00136,B00101,Auto Loan,1338661.42,7.97,84,2024-12-16,Closed
L01661,C04419,B00701,Personal Loan,3908463.02,8.68,48,2025-01-19,Active
L01662,C02062,B00201,Business Loan,4465570.89,11.66,180,2024-09-28,Active
L01663,C01208,B00801,Home Loan,4352498.0,8.79,24,2023-07-18,Closed
L01664,C02684,B00101,Business Loan,3335732.77,15.47,36,2024-08-12,Active
L01665,C04786,B00601,Auto Loan,3504437.15,11.99,36,2024-05-13,Active
L01666,C01950,B00401,Personal Loan,4232311.01,12.73,24,2023-08-30,Active
L01667,C00470,B00701,Personal Loan,2007391.48,12.78,180,2025-02-19,Active
L01668,C03133,B00901,Education Loan,1646915.69,12.94,36,2023-03-02,Active
L01669,C02666,B01001,Personal Loan,3053809.89,15.47,12,2024-01-20,Overdue
L01670,C04520,B00901,Education Loan,3355408.04,14.22,180,2025-03-09,Closed
L01671,C02201,B00901,Business Loan,4357768.61,8.2,36,2025-06-10,Active
L01672,C03430,B00401,Auto Loan,3330080.0,9.81,120,2023-03-21,Active
L01673,C04029,B00101,Education Loan,2225957.36,9.33,48,2023-10-10,Closed
L01674,C00098,B00201,Business Loan,2332205.7,8.3,180,2023-09-28,Active
L01675,C02967,B00201,Education Loan,1909508.09,14.88,48,2024-04-29,Active
L01676,C03670,B00301,Home Loan,2256102.49,8.02,120,2025-07-19,Active
L01677,C00713,B00601,Education Loan,2329613.29,12.93,84,2025-03-23,Active
L01678,C00167,B00301,Education Loan,2228365.01,9.25,84,2023-10-06,Active
L01679,C01082,B01001,Auto Loan,4745234.18,10.69,12,2024-10-23,Overdue
L01680,C04607,B00501,Business Loan,3029763.03,13.09,120,2023-08-07,Active
L01681,C01482,B00901,Business Loan,4691362.05,13.56,12,2023-08-17,Overdue
L01682,C02312,B00901,Business Loan,3185920.01,9.06,36,2025-05-12,Active
L01683,C01098,B00601,Personal Loan,1315961.29,8.5,84,2024-10-19,Active
L01684,C01197,B00201,Personal Loan,730697.34,7.98,24,2024-09-24,Active
L01685,C00226,B00801,Personal Loan,1948505.88,14.17,84,2024-09-04,Active
L01686,C04858,B00701,Education Loan,1602371.2,8.3,36,2023-05-12,Active
L01687,C03357,B00301,Home Loan,1325498.71,11.65,180,2023-03-26,Closed
L01688,C01743,B01001,Auto Loan,1647816.2,13.31,120,2025-05-29,Overdue
L01689,C03107,B00901,Education Loan,2734063.94,8.62,84,2023-03-27,Closed
L01690,C03588,B00701,Auto Loan,1113970.03,13.92,12,2023-04-06,Closed
L01691,C04095,B00901,Auto Loan,688990.72,11.16,180,2025-06-22,Active
L01692,C00744,B00201,Home Loan,4761083.52,10.41,84,2024-02-02,Overdue
L01693,C04777,B00901,Education Loan,3663485.9,9.53,12,2024-06-27,Overdue
L01694,C00853,B00101,Auto Loan,4396801.72,10.7,12,2024-09-13,Overdue
L01695,C02757,B00901,Education Loan,4414052.34,11.57,36,2023-09-19,Active
L01696,C02005,B00601,Personal Loan,4217717.7,13.45,120,2023-02-24,Active
L01697,C03323,B00301,Auto Loan,2558741.53,10.97,24,2023-08-26,Active
L01698,C02402,B00901,Personal Loan,3278600.79,14.78,180,2025-05-12,Closed
L01699,C00686,B00901,Home Loan,3677884.81,14.08,48,2023-04-20,Overdue
L01700,C00581,B00201,Home Loan,3496786.55,8.55,84,2025-08-26,Active
L01701,C01232,B00601,Home Loan,936978.65,13.06,180,2024-08-23,Active
L01702,C03746,B00701,Home Loan,2054939.18,14.06,24,2023-12-27,Active
L01703,C00977,B00201,Business Loan,2834436.08,11.94,36,2023-11-10,Overdue
L01704,C01098,B00501,Business Loan,3769457.5,10.26,84,2024-07-16,Active
L01705,C02718,B01001,Personal Loan,200918.12,13.05,180,2025-03-22,Active
L01706,C01903,B00501,Business Loan,2404015.74,8.46,24,2025-09-01,Overdue
L01707,C00240,B00101,Business Loan,4965059.64,7.7,84,2025-05-13,Active
L01708,C00378,B00501,Business Loan,4455817.07,13.96,36,2025-04-18,Active
